8,-hotel-fin
531,spk
10,-debut
11,-fin
38,-general-hotel
42,-debut
43,-fin
61,-general-hotel
532,woz
18,-hotel-debut
19,-hotel-fin
21,-reservation
22,-reservation
29,-hotel-debut
30,-hotel-fin
46,-chambre
52,-reservation
55,-reservation
56,-reservation
58,-reservation-chambre
71,-reservation
74,-reservation
75,-reservation
76,-reservation
77,-reservation
82,-hotel
83,-hotel
84,-hotel
533,spk
5,-reservation
6,-reservation
7,-reservation
8,-reservation
10,-reservation
11,-hotel-debut
12,-hotel-fin
32,-reservation-chambre
40,-reservation
41,-hotel
60,-reservation
62,-reservation-chambre
65,-reservation
66,-reservation
67,-reservation
68,-reservation
70,-reservation
71,-hotel
72,-hotel
75,-reservation
76,-reservation
77,-reservation
82,-chambre
90,-chambre
110,-reservation
534,woz
14,-hotel-debut
15,-hotel-fin
28,-chambre
44,-hotel
535,spk
6,-hotel-debut
7,-hotel-fin
8,-reservation
9,-reservation
10,-reservation
11,-reservation
24,-chambre
62,-chambre
91,-reservation
95,-reservation
96,-reservation
536,woz
7,-debut
8,-fin
22,-chambre
37,-chambre
537,spk
7,-reservation
8,-reservation
9,-hotel-debut
10,-hotel-fin
11,-reservation
14,-reservation-chambre
29,-hotel
32,-hotel
35,-hotel
80,-hotel
110,-hotel
121,-chambre
538,spk
10,-reservation
11,-reservation
12,-reservation
13,-reservation
15,-reservation
19,-debut
20,-fin
539,woz
6,-reservation
8,-hotel-debut
9,-hotel-fin
26,-chambre
73,-reservation
76,-reservation-chambre
540,spk
7,-reservation
9,-reservation
10,-reservation
11,-reservation
12,-reservation
13,-hotel-debut
14,-hotel-fin
18,-reservation-chambre
541,woz
7,-chambre
15,-hotel-debut
16,-hotel-fin
41,-hotel
42,-hotel
43,-hotel
45,-reservation
542,spk
8,-hotel-debut
9,-hotel-fin
13,-chambre
26,-chambre
38,-reservation
544,spk
8,-chambre
13,-general-hotel
18,-hotel
545,spk
6,-reservation
7,-reservation
8,-reservation
9,-hotel
10,-reservation
11,-reservation
13,-reservation-chambre
16,-reservation
546,spk
9,-hotel
18,-chambre
547,spk
6,-hotel
21,-hotel
548,spk
6,-reservation
7,-reservation
8,-reservation
9,-hotel
23,-chambre
550,woz
27,-hotel
28,-general-hotel
552,spk
5,-reservation
6,-reservation
7,-reservation
8,-hotel
553,spk
5,-reservation
6,-reservation
7,-reservation
8,-hotel
10,-reservation
11,-reservation
13,-reservation-chambre
20,-chambre
34,-chambre
48,-reservation
53,-reservation
54,-reservation
55,-reservation
59,-reservation
67,-reservation
68,-reservation
69,-reservation
70,-hotel
71,-reservation
555,spk
556,spk
6,-reservation
7,-reservation
8,-reservation
9,-hotel
10,-reservation
14,-reservation
16,-reservation-chambre
33,-hotel
34,-general-hotel
69,-hotel
70,-general-hotel
76,-general
82,-reservation
84,-reservation
85,-general
94,-general
97,-general
558,woz
6,-reservation
8,-reservation
9,-reservation
10,-reservation
11,-hotel
559,spk
8,-reservation
10,-reservation-chambre
11,-reservation
12,-reservation
13,-reservation
14,-hotel
560,spk
6,-reservation
7,-reservation
8,-reservation
9,-reservation
10,-reservation
12,-hotel-debut
13,-hotel-fin
15,-reservation
18,-reservation-chambre
24,-hotel
561,spk
5,-reservation
6,-reservation
7,-reservation
8,-reservation
9,-hotel
12,-reservation
14,-reservation-chambre
562,spk
7,-hotel
8,-reservation
9,-reservation
10,-reservation
11,-reservation
12,-reservation
13,-reservation
46,-reservation
47,-reservation
49,-reservation
563,spk
6,-reservation
7,-hotel
564,spk
12,-reservation
13,-reservation
14,-reservation
15,-reservation
16,-hotel
23,-reservation
25,-reservation
53,-chambre
55,-chambre
566,woz
6,-hotel
7,-reservation
8,-reservation
9,-reservation
10,-reservation
11,-reservation
13,-reservation
14,-reservation
16,-reservation
18,-reservation-chambre
23,-reservation
24,-reservation
25,-reservation
27,-reservation-chambre
30,-hotel
31,-general-hotel
46,-reservation
567,spk
7,-reservation
8,-reservation
9,-reservation
10,-hotel
16,-reservation
18,-reservation
22,-reservation
24,-reservation
28,-reservation-chambre
31,-reservation-chambre
35,-general-hotel
36,-hotel
52,-general
65,-general
88,-general-hotel
568,woz
5,-reservation
6,-reservation
7,-reservation
8,-hotel
9,-hotel
10,-hotel
12,-reservation
13,-reservation
14,-reservation
16,-reservation-chambre
22,-hotel
23,-general-hotel
44,-general
569,spk
570,spk
5,-reservation
6,-reservation
7,-reservation
8,-reservation
32,-general-hotel
33,-hotel
571,spk
65,-reservation
572,spk
573,woz
22,-general
574,spk
6,-reservation
7,-reservation
9,-reservation
10,-reservation
15,-hotel
21,-hotel
22,-general-hotel
25,-reservation
28,-reservation
32,-reservation
33,-reservation
37,-reservation
41,-reservation-chambre
44,-reservation-chambre
48,-reservation
49,-reservation
50,-reservation
51,-reservation
52,-reservation
54,-hotel
55,-reservation
57,-reservation
60,-reservation
61,-reservation
62,-reservation
63,-reservation-chambre
66,-reservation-chambre
73,-hotel
74,-general-hotel
80,-general-hotel
82,-hotel
575,woz
8,-hotel
9,-reservation
10,-reservation
11,-reservation
37,-chambre
39,-chambre
47,-hotel
48,-general-hotel
49,-general-hotel
577,woz
6,-reservation
7,-reservation
8,-reservation
10,-reservation
13,-reservation
15,-hotel
22,-reservation
44,-general
48,-general
578,spk
5,-reservation
7,-hotel
46,-reservation
48,-reservation-chambre
73,-chambre
80,-reservation
89,-reservation-chambre
93,-reservation-chambre
99,-reservation
100,-reservation
579,spk
6,-hotel
9,-reservation
11,-reservation
22,-general-hotel
34,-reservation-chambre
63,-reservation-chambre
66,-reservation
68,-reservation
580,spk
8,-reservation
10,-reservation
12,-reservation
13,-reservation
14,-reservation
15,-reservation
16,-hotel
29,-reservation
31,-reservation
34,-reservation
36,-reservation
43,-general
581,spk
5,-reservation
6,-reservation
7,-hotel
8,-reservation
11,-reservation
13,-reservation
14,-reservation
15,-reservation
32,-hotel
33,-general-hotel
582,woz
6,-hotel
7,-reservation
8,-reservation
9,-reservation
10,-reservation
13,-reservation
14,-reservation
16,-reservation
18,-reservation
20,-reservation
23,-reservation
24,-reservation
29,-reservation-chambre
45,-reservation
48,-reservation
583,woz
22,-general
584,woz
5,-hotel
12,-reservation
13,-reservation
14,-reservation
30,-general-hotel
37,-general-hotel
59,-general-hotel
585,spk
5,-reservation
7,-hotel
8,-reservation
9,-reservation
10,-reservation
13,-reservation-chambre
26,-reservation
29,-reservation-chambre
55,-reservation-chambre
60,-reservation-chambre
64,-reservation-chambre
67,-reservation
587,woz
9,-debut
10,-fin
588,woz
9,-debut
10,-fin
589,woz
5,-hotel
6,-reservation
7,-reservation
8,-reservation
9,-reservation
11,-reservation
13,-reservation
14,-reservation
16,-reservation-chambre
20,-reservation
22,-reservation
24,-reservation
26,-reservation-chambre
35,-reservation
37,-reservation-chambre
590,woz
6,-reservation
7,-reservation
8,-reservation
9,-reservation
10,-hotel
12,-reservation
13,-reservation
14,-reservation
40,-chambre
591,woz
5,-reservation
6,-reservation
7,-reservation
8,-reservation
9,-hotel
10,-nomme-hotel
27,-chambre
592,woz
8,-debut-reservation
9,-fin-reservation
10,-hotel
11,-reservation
15,-reservation-chambre
19,-reservation
20,-hotel
21,-general-hotel
33,-hotel
34,-general-hotel
38,-reservation
594,spk
6,-reservation
7,-reservation
8,-reservation
10,-reservation
11,-reservation
12,-reservation
13,-hotel
15,-hotel
16,-nomme-hotel
19,-reservation-chambre
36,-hotel
37,-nomme-hotel
52,-nomme
66,-chambre
81,-general
87,-nomme
595,spk
5,-reservation
6,-debut-reservation
7,-fin-reservation
8,-hotel
9,-hotel
11,-reservation
15,-reservation
16,-hotel
17,-general-hotel
21,-reservation-chambre
59,-hotel
596,spk
5,-reservation
6,-reservation
7,-reservation
8,-reservation
9,-reservation
13,-nomme
22,-chambre
38,-chambre
597,spk
5,-reservation
7,-reservation
8,-debut-reservation
9,-fin-reservation
10,-hotel
11,-nomme-hotel
36,-reservation
598,spk
4,-reservation
5,-reservation
6,-reservation
7,-hotel
8,-hotel
17,-hotel
18,-general-hotel
20,-hotel
21,-general-hotel
37,-chambre
599,spk
25,-nomme
63,-general
84,-general
97,-general
105,-nomme
601,spk
602,spk
23,-hotel
603,woz
5,-reservation
6,-reservation
7,-reservation
8,-reservation
13,-hotel
15,-hotel
16,-nomme-hotel
30,-chambre
604,spk
5,-reservation
8,-reservation
9,-reservation
10,-reservation
11,-reservation
12,-hotel
13,-hotel
14,-reservation
15,-reservation
29,-chambre
47,-reservation
49,-reservation
51,-reservation-chambre
67,-hotel
68,-general-hotel
71,-hotel
72,-hotel
81,-reservation
606,spk
5,-reservation
6,-hotel
7,-hotel
9,-reservation
10,-reservation
11,-reservation
27,-reservation
29,-reservation
31,-reservation
33,-reservation
40,-chambre
53,-chambre
93,-reservation
607,spk
6,-reservation
7,-reservation
8,-reservation
9,-reservation
11,-hotel-debut
12,-hotel-fin
19,-chambre
23,-hotel
608,spk
7,-reservation
10,-hotel
12,-reservation
13,-debut-reservation
14,-fin-reservation
27,-hotel
28,-general-hotel
55,-hotel
56,-general-hotel
609,spk
5,-reservation
6,-reservation
7,-reservation
8,-reservation
9,-reservation
10,-hotel
11,-hotel
14,-reservation-chambre
17,-hotel
18,-general-hotel
29,-general
37,-chambre
610,woz
7,-hotel
43,-chambre
611,spk
7,-debut
8,-fin
612,spk
8,-debut
9,-fin
12,-general
614,woz
5,-reservation
7,-hotel
8,-hotel
9,-reservation
10,-reservation
11,-reservation
19,-general
26,-hotel
27,-hotel
29,-debut
30,-fin
33,-chambre
35,-chambre
39,-general-hotel
46,-general
65,-debut
66,-fin
615,spk
5,-hotel
6,-reservation
7,-reservation
8,-reservation
9,-reservation
12,-reservation-chambre
15,-general-hotel
22,-chambre
24,-general-hotel
617,woz
7,-reservation
8,-reservation
9,-reservation
10,-reservation
12,-reservation
13,-reservation
16,-hotel
17,-reservation
19,-reservation
52,-reservation
100,-reservation
103,-reservation
104,-reservation
105,-reservation
107,-reservation
108,-reservation
109,-reservation
128,-chambre
138,-chambre
141,-chambre
155,-chambre
169,-chambre
194,-reservation-chambre
224,-chambre
229,-chambre
239,-reservation
618,spk
6,-hotel
7,-debut-reservation
8,-fin-reservation
9,-reservation
14,-nomme
32,-general-hotel
33,-hotel
37,-hotel
619,spk
5,-reservation
6,-reservation
7,-reservation
8,-hotel
9,-hotel
10,-hotel
11,-reservation
12,-reservation
15,-reservation
18,-reservation-chambre
27,-hotel
28,-hotel
29,-hotel
37,-chambre
46,-hotel
47,-hotel
620,spk
7,-reservation
10,-debut-reservation
11,-fin-reservation
13,-reservation
14,-hotel
15,-hotel
16,-nomme-hotel
18,-hotel
19,-nomme-hotel
20,-hotel
23,-reservation-chambre
37,-hotel
38,-debut-reservation
39,-fin-reservation
40,-hotel
41,-nomme-hotel
42,-hotel
43,-reservation
47,-reservation-chambre
54,-hotel
55,-nomme-hotel
63,-hotel
64,-nomme-hotel
621,spk
5,-reservation
6,-reservation
7,-reservation
8,-reservation
9,-hotel
10,-hotel
11,-nomme-hotel
12,-reservation
14,-reservation
17,-reservation
20,-reservation-chambre
47,-chambre
622,spk
5,-debut-reservation
6,-fin-reservation
8,-reservation
9,-hotel
10,-hotel
11,-nomme-hotel
17,-hotel
18,-hotel
19,-nomme-hotel
33,-chambre
45,-hotel
46,-hotel
47,-nomme-hotel
51,-chambre
623,spk
624,spk
32,-reservation
625,spk
15,-hotel
46,-hotel
48,-hotel
60,-hotel
61,-hotel
68,-chambre
626,spk
32,-hotel
33,-general-hotel
42,-chambre
52,-reservation
627,spk
6,-reservation
7,-reservation
8,-reservation
9,-reservation
10,-reservation
12,-reservation
14,-hotel
628,spk
6,-reservation
7,-hotel
17,-hotel
18,-general-hotel
28,-hotel
29,-general-hotel
37,-chambre
629,spk
8,-reservation
9,-reservation
10,-reservation
11,-hotel
13,-hotel
14,-hotel
16,-reservation
18,-reservation
21,-reservation
59,-chambre
630,spk
5,-reservation
6,-reservation
8,-reservation
9,-reservation
10,-reservation
11,-hotel
632,spk
20,-general-hotel
33,-general-hotel
633,woz
635,spk
5,-hotel
6,-reservation
7,-reservation
8,-reservation
9,-reservation
12,-reservation
15,-reservation-chambre
636,woz
6,-debut-reservation
7,-fin-reservation
8,-reservation
9,-reservation
10,-reservation
11,-reservation
12,-reservation
21,-hotel
23,-hotel
28,-hotel
29,-general-hotel
48,-nomme
71,-hotel
72,-hotel
73,-hotel
74,-general-hotel
85,-chambre
107,-general
119,-general
127,-reservation
128,-reservation
129,-hotel
130,-hotel
131,-hotel
133,-reservation-chambre
135,-hotel
136,-general-hotel
141,-debut-reservation
142,-fin-reservation
143,-reservation
145,-reservation
152,-debut
153,-fin
184,-debut
185,-fin
194,-general-hotel
637,spk
3,-reservation
4,-reservation
5,-hotel
14,-reservation
15,-reservation
16,-hotel
17,-reservation
18,-reservation
21,-reservation
42,-reservation
43,-reservation
44,-reservation
638,spk
8,-debut
9,-fin
15,-chambre
40,-hotel
639,spk
8,-reservation
9,-reservation
11,-reservation
13,-reservation
14,-reservation
17,-hotel-debut
18,-hotel-fin
21,-reservation-chambre
38,-chambre
640,woz
6,-reservation
7,-reservation
8,-reservation
9,-hotel-debut
10,-hotel-fin
16,-chambre
25,-chambre
52,-chambre
59,-reservation
641,woz
5,-reservation
6,-reservation
7,-reservation
8,-hotel-debut
9,-hotel-fin
10,-reservation
11,-reservation
12,-reservation
642,woz
6,-debut
7,-fin
643,woz
12,-debut
13,-fin
35,-debut
36,-fin
51,-debut
52,-fin
62,-hotel
64,-chambre
644,woz
7,-debut-reservation
8,-fin-reservation
10,-reservation
12,-hotel
19,-nomme
38,-hotel
45,-chambre
59,-debut
60,-fin
73,-reservation
74,-debut-reservation
75,-fin-reservation
646,spk
4,-reservation
6,-reservation
8,-reservation
9,-reservation
10,-hotel
11,-hotel
14,-reservation
16,-reservation
18,-reservation
20,-reservation-chambre
41,-hotel
47,-chambre
55,-hotel-debut
56,-hotel-fin
61,-chambre
69,-hotel
70,-reservation
647,woz
6,-reservation
7,-reservation
8,-reservation
9,-hotel
10,-hotel
11,-hotel
62,-general
70,-hotel
71,-general-hotel
74,-general-hotel
95,-general
99,-general
648,woz
5,-reservation
6,-reservation
7,-reservation
9,-reservation
10,-debut-reservation
11,-fin-reservation
13,-debut-reservation
14,-fin-reservation
16,-reservation
18,-reservation
19,-hotel-debut
20,-debut-reservation
21,-fin-reservation
22,-reservation
23,-hotel-etape
25,-reservation
26,-reservation
27,-reservation
28,-hotel-fin
77,-hotel
649,woz
6,-reservation
10,-reservation
11,-reservation
12,-reservation
13,-hotel-debut
14,-hotel-fin
17,-reservation-chambre
38,-hotel
40,-reservation
52,-chambre
650,woz
12,-hotel-debut
13,-hotel-fin
16,-chambre
651,spk
5,-reservation
6,-reservation
7,-reservation
9,-reservation
10,-debut-reservation
11,-fin-reservation
12,-hotel-debut
13,-debut-reservation
14,-fin-reservation
15,-hotel-etape
16,-debut-reservation
17,-fin-reservation
18,-hotel-fin
25,-chambre
44,-reservation
48,-debut-reservation
49,-fin-reservation
50,-hotel-debut
52,-debut-reservation
53,-fin-reservation
54,-hotel
61,-hotel-reservation
62,-debut-reservation
63,-fin-reservation
65,-debut-reservation
66,-fin-reservation
67,-hotel
75,-chambre
652,woz
6,-debut
7,-fin
655,woz
5,-reservation
6,-reservation
7,-reservation
9,-hotel
11,-hotel
12,-reservation
13,-reservation
14,-reservation
16,-reservation-chambre
24,-chambre
35,-hotel
62,-reservation
63,-reservation
64,-reservation
66,-hotel
656,woz
8,-hotel
18,-hotel
19,-general-hotel
21,-chambre
69,-reservation
73,-reservation
657,woz
8,-hotel-debut
9,-hotel-fin
10,-reservation
11,-reservation
12,-reservation
13,-reservation
14,-reservation
15,-reservation-chambre
18,-hotel-debut
19,-hotel-fin
20,-reservation
21,-reservation
22,-reservation
23,-reservation
24,-reservation
25,-reservation-chambre
38,-debut
39,-fin
659,woz
6,-hotel
22,-hotel
60,-chambre
70,-chambre
660,spk
5,-reservation
7,-hotel-debut
8,-hotel-fin
37,-reservation
47,-chambre
661,spk
6,-reservation
7,-reservation
8,-reservation
9,-reservation
11,-reservation
12,-reservation
13,-reservation
14,-reservation
16,-reservation
17,-reservation
19,-hotel-debut
20,-hotel-fin
21,-hotel-reservation
22,-reservation
24,-reservation
27,-reservation-chambre
45,-hotel
51,-general
99,-reservation
100,-reservation
662,woz
6,-reservation
7,-reservation
8,-reservation
