filename	onset	offset	event_label
1026.wav	6.973067807161052	7.289076807161052	Alarm_bell_ringing
1026.wav	9.071026622947882	9.512492325000462	Alarm_bell_ringing
1027.wav	3.3322854647792144	5.095936258430008	Alarm_bell_ringing
1027.wav	8.278082931271289	9.708490931271287	Speech
1028.wav	0.14796652543615635	0.4682613100166552	Alarm_bell_ringing
1028.wav	0.8378227596208047	3.0281397596208044	Alarm_bell_ringing
1028.wav	3.249377762178524	3.499377762178524	Alarm_bell_ringing
1028.wav	7.5545216104659625	8.078363145068653	Alarm_bell_ringing
1028.wav	0.2563150860170901	0.98588408601709	Speech
1028.wav	3.12739040361333	4.377363221068999	Speech
1029.wav	1.3182516893553922	2.2445101927567523	Dog
1029.wav	1.3341331874718847	1.6384189017575992	Alarm_bell_ringing
1029.wav	4.2873978505221135	4.607692635102612	Alarm_bell_ringing
1029.wav	5.80822553647218	6.119359323320253	Alarm_bell_ringing
1029.wav	6.28225246164195	6.593386248490024	Alarm_bell_ringing
1029.wav	7.685643140138276	8.336005951929659	Speech
1029.wav	9.634461951534393	10.0	Speech
1031.wav	8.597077446113714	9.089367446113712	Alarm_bell_ringing
1032.wav	1.637490608959667	5.285427116896175	Alarm_bell_ringing
1032.wav	8.635169135903865	8.955781135903868	Alarm_bell_ringing
1032.wav	8.067486888670418	8.993745392071778	Dog
1034.wav	4.5527678220856265	4.873130633877008	Alarm_bell_ringing
1037.wav	5.779602934697497	6.029602934697497	Alarm_bell_ringing
1037.wav	6.268050617757191	7.2485721597073045	Speech
1038.wav	0.06748621230213955	2.5015222123021394	Alarm_bell_ringing
1038.wav	4.328069266159766	6.772264266159767	Alarm_bell_ringing
1038.wav	3.5198410307410546	4.058548030741054	Speech
1038.wav	9.142874122612264	10.0	Speech
1038.wav	7.015396161738881	7.271427907770628	Dog
1041.wav	5.698080321142335	9.175200321142334	Alarm_bell_ringing
1041.wav	9.094513957210555	10.0	Speech
1043.wav	9.325145769007024	9.645417769007024	Alarm_bell_ringing
1044.wav	0.28767813426345523	2.6029841342634548	Alarm_bell_ringing
1044.wav	5.429820633898271	5.679820633898271	Alarm_bell_ringing
1044.wav	8.606061821564108	8.926673821564107	Alarm_bell_ringing
1044.wav	3.938138269344027	4.2770951854438	Speech
1044.wav	7.983459083240683	9.843209650134106	Speech
1047.wav	0.7881885468497448	1.4941672741326542	Alarm_bell_ringing
1047.wav	2.166023213616904	4.427723893889013	Alarm_bell_ringing
1047.wav	5.041359943235526	5.352493730083599	Alarm_bell_ringing
1047.wav	8.060711487831862	8.310711487831862	Alarm_bell_ringing
1047.wav	2.179098082072643	3.141411007242711	Speech
1047.wav	5.831713982905892	7.224660552602315	Speech
1050.wav	0.057767916294027	1.214638664593347	Speech
1050.wav	1.8235321557553363	2.3836681557553363	Speech
1050.wav	3.2856702965333584	4.206826296533358	Speech
1050.wav	4.961481475498094	5.305290999307618	Speech
1050.wav	5.7942106285555175	9.188842116185619	Speech
1050.wav	1.4188196033388158	1.7243751588943714	Alarm_bell_ringing
1050.wav	2.2538903005957853	2.5640713005957854	Alarm_bell_ringing
1050.wav	3.998050391407172	4.302336105692886	Alarm_bell_ringing
1050.wav	5.215024285180519	7.641668276110224	Alarm_bell_ringing
1050.wav	8.454348883986613	10.0	Alarm_bell_ringing
1050.wav	2.7275415005690675	3.2085392329953715	Dog
1051.wav	2.630223370046464	3.2103363700464635	Speech
1051.wav	6.172782542038878	8.923440138410761	Speech
1051.wav	2.7454258961753712	3.423226904343496	Alarm_bell_ringing
1051.wav	4.4665655416280385	8.114502049564546	Alarm_bell_ringing
1051.wav	9.670091220915618	9.985170220915617	Alarm_bell_ringing
1051.wav	4.80022136599663	5.2361850848174925	Dishes
1053.wav	0.09201978775188216	2.512509480537788	Speech
1053.wav	3.4046303444849513	4.170049845618738	Speech
1053.wav	9.43862031864883	10.0	Speech
1053.wav	6.102203455657613	8.130062411222113	Alarm_bell_ringing
1053.wav	8.884205818056941	9.216903818056943	Alarm_bell_ringing
1056.wav	4.672608008329763	5.148775808783277	Alarm_bell_ringing
1056.wav	7.725205646230602	9.931718294094484	Alarm_bell_ringing
1057.wav	3.4188086803355486	5.851325680335549	Speech
1057.wav	5.222222730972557	5.5333565178206285	Alarm_bell_ringing
1057.wav	7.003748497053728	7.253748497053728	Alarm_bell_ringing
1057.wav	9.675915094646118	10.0	Alarm_bell_ringing
1057.wav	9.091271540124591	9.989434540124591	Cat
1058.wav	3.5046705540237104	5.694987554023711	Alarm_bell_ringing
1058.wav	7.154425272987993	7.643858272987993	Alarm_bell_ringing
1058.wav	7.912778808289995	10.0	Alarm_bell_ringing
1058.wav	6.118877020402973	6.368877020402973	Speech
1059.wav	5.124501282763672	5.6158842827636715	Alarm_bell_ringing
106.wav	0.3165605904195916	1.6280571890590474	Speech
106.wav	2.6752552355865946	3.67671112410457	Speech
106.wav	1.8509954491392624	2.165870449139262	Alarm_bell_ringing
106.wav	4.656554713531459	5.132722513984973	Alarm_bell_ringing
106.wav	5.866130563400996	6.375913225909821	Alarm_bell_ringing
1062.wav	5.545942208432433	7.783583931788442	Alarm_bell_ringing
1065.wav	0.5543685767011247	1.206896270293493	Alarm_bell_ringing
1065.wav	1.4284704305638922	1.7396042174119648	Alarm_bell_ringing
1065.wav	3.390461531754334	3.640461531754334	Alarm_bell_ringing
1065.wav	5.4404701886340465	6.255807873452512	Alarm_bell_ringing
1065.wav	2.3382383398939357	2.950891339893935	Speech
1065.wav	6.5122792993239536	8.399331299323954	Speech
1065.wav	9.667846731809703	10.0	Speech
1067.wav	0.7732794586615961	1.293823458661596	Speech
1067.wav	2.433294899798924	2.924677899798924	Alarm_bell_ringing
1067.wav	7.247769880005728	9.438086880005727	Alarm_bell_ringing
1068.wav	0.934062926341796	1.184062926341796	Alarm_bell_ringing
1068.wav	1.3594595941553096	1.6758314762414774	Alarm_bell_ringing
1068.wav	2.287847245587507	3.949662652360992	Alarm_bell_ringing
1068.wav	8.897621409900099	10.0	Alarm_bell_ringing
1068.wav	5.057900271129017	6.338557867500898	Speech
1068.wav	7.074109544428564	7.708349544428563	Speech
1068.wav	7.52075370814372	9.563928311318325	Dog
1069.wav	4.287537181738942	8.387287748632364	Alarm_bell_ringing
107.wav	0.4310113359147911	1.5865893359147911	Speech
107.wav	3.1434907756786714	5.030542775678672	Speech
107.wav	7.645841363124193	8.826861363124193	Speech
107.wav	5.227777968439949	6.676938966172376	Alarm_bell_ringing
107.wav	8.107528847645893	10.0	Alarm_bell_ringing
1072.wav	1.1174596930695109	1.3674596930695109	Speech
1072.wav	7.9717906718512594	8.53192667185126	Speech
1072.wav	8.81868037441709	10.0	Speech
1072.wav	3.924346783450317	4.257044783450317	Alarm_bell_ringing
1073.wav	5.253432055380258	5.589191692568465	Speech
1073.wav	8.640843157788773	10.0	Alarm_bell_ringing
1076.wav	2.7518129201577093	5.183195920157709	Speech
1076.wav	3.6360254946893056	6.212737494689305	Alarm_bell_ringing
1076.wav	8.606990481323189	10.0	Alarm_bell_ringing
1077.wav	0.3389187254189401	0.9647007254189399	Speech
1077.wav	2.584247682704483	5.103204598804256	Speech
1077.wav	9.598526806739043	10.0	Speech
1077.wav	6.3802543843430986	6.684540098628813	Alarm_bell_ringing
1077.wav	7.1528910410924285	10.0	Alarm_bell_ringing
1077.wav	7.39799637143766	7.88958337143766	Dishes
1078.wav	0.6611842575747108	1.2213202575747109	Speech
1078.wav	2.8066219285416207	3.139319928541621	Alarm_bell_ringing
1078.wav	5.389773854743466	5.707052766308093	Alarm_bell_ringing
1078.wav	8.271449911599857	8.521449911599857	Dishes
1085.wav	0.0035646844042678256	0.5747886844042678	Alarm_bell_ringing
1086.wav	1.1513259046661906	2.07248190466619	Speech
1086.wav	8.525149983826969	10.0	Speech
1086.wav	4.343536334002363	8.587844334002362	Running_water
1086.wav	5.026292899503175	5.337426686351248	Alarm_bell_ringing
1087.wav	0.5437195012720104	1.8043770976438924	Speech
1087.wav	5.56025335856546	6.99066135856546	Speech
1087.wav	1.3558031012816052	1.6734448246376143	Alarm_bell_ringing
1087.wav	4.371442529782853	4.691646529782854	Alarm_bell_ringing
1088.wav	6.1023919332722825	6.3523919332722825	Alarm_bell_ringing
1088.wav	6.791602156645965	7.3539831090269185	Alarm_bell_ringing
1088.wav	9.256642828457858	9.919907828457859	Speech
1090.wav	2.6513102342558774	2.924870234255877	Alarm_bell_ringing
1090.wav	4.155896073673733	5.575760019251964	Speech
1090.wav	7.9506290002157725	8.912941925385839	Speech
1090.wav	5.007032075100956	5.449707812062408	Dog
1092.wav	3.4160278124803076	3.7714926650880183	Dog
1092.wav	3.746981738758449	4.2663694938604895	Alarm_bell_ringing
1092.wav	6.793290176003268	7.1096847338263975	Alarm_bell_ringing
1092.wav	6.115772283747318	7.3964298801192	Speech
1093.wav	1.5842736024300412	1.897085393813261	Alarm_bell_ringing
1093.wav	2.7446616255377934	3.0605573171477705	Alarm_bell_ringing
1093.wav	9.400116326118221	9.919504081220259	Alarm_bell_ringing
1093.wav	3.929401311605069	4.179401311605069	Dog
1093.wav	4.5520295815167025	5.366655431856838	Speech
1093.wav	6.552571476807616	9.477083476807618	Speech
1096.wav	0.0019666546476342084	0.3179756546476342	Alarm_bell_ringing
1096.wav	8.67093421188125	9.087578202810953	Dog
1096.wav	9.358948386278694	10.0	Speech
1099.wav	2.36301545312774	6.5961444531277404	Alarm_bell_ringing
110.wav	2.170604486268847	2.5966584862688467	Dog
110.wav	2.4766817232273994	2.7878155100754713	Alarm_bell_ringing
110.wav	4.85652584908348	5.1693376404667015	Alarm_bell_ringing
110.wav	8.592699530413741	8.910159530413742	Alarm_bell_ringing
110.wav	9.108489330517273	10.0	Alarm_bell_ringing
110.wav	4.99997778412923	5.650340595920613	Speech
110.wav	6.016044969838082	6.522575582082978	Speech
1106.wav	0.1618086094294098	5.6737586094294095	Running_water
1106.wav	7.779477342585808	9.904760342585806	Alarm_bell_ringing
1107.wav	2.0739561341421417	2.3887631341421423	Alarm_bell_ringing
1107.wav	5.909376833958918	8.224682833958918	Alarm_bell_ringing
1107.wav	4.567847987079869	5.45288198707987	Speech
1112.wav	0.4502141121335839	1.0201460849226995	Alarm_bell_ringing
1112.wav	4.039707750351073	6.431702750351072	Alarm_bell_ringing
1112.wav	1.3472047982071105	2.8706287982071097	Speech
1112.wav	6.4684874428511545	8.78392611860991	Speech
1113.wav	1.3998637460391117	1.889296746039112	Alarm_bell_ringing
1113.wav	7.458746916377267	7.776206916377267	Alarm_bell_ringing
1116.wav	8.15471892081287	8.63825592081287	Alarm_bell_ringing
1119.wav	1.703248371588988	4.859393371588988	Alarm_bell_ringing
1119.wav	7.918388640920448	8.320247640920451	Speech
1119.wav	8.658530848096477	9.385401596395797	Dog
112.wav	0.649301661136629	3.8878276611366287	Alarm_bell_ringing
112.wav	4.6864954418456986	4.9364954418456986	Alarm_bell_ringing
112.wav	3.61575599913827	5.893918999138269	Speech
112.wav	7.093758689422723	9.862919687155149	Speech
1121.wav	1.4108895368649672	1.9174201491098648	Speech
1121.wav	3.6139922098365354	4.854672209836536	Speech
1121.wav	5.090640721541519	6.536839650348647	Speech
1121.wav	1.8984815461812308	7.991973546181233	Blender
1121.wav	8.480783401684437	10.0	Blender
1123.wav	1.9038701224842212	10.0	Blender
1123.wav	5.7617934148673	6.724106340037367	Speech
1123.wav	8.213903966261945	8.626715757645165	Speech
1125.wav	5.632322980825897	6.776222980825898	Blender
1127.wav	0.213671413630075	3.245628695419088	Speech
1127.wav	6.661931802371515	7.9394634719721475	Speech
1127.wav	4.6901868858283295	6.464925885828331	Blender
1127.wav	9.45986797584831	10.0	Blender
1128.wav	1.1064452831958849	2.628803283195885	Dishes
1128.wav	7.4811185684070525	7.836810178384378	Dishes
1128.wav	4.820288436127392	5.847862132272517	Blender
1128.wav	7.2601934940269945	8.404093494026993	Blender
1128.wav	7.914289387638861	10.0	Speech
1130.wav	9.72708340094824	10.0	Blender
1131.wav	7.2830562921915005	9.363759240037307	Blender
1136.wav	4.929597155031924	5.728826155031923	Blender
1137.wav	4.6808552969859205	5.333939197212677	Dishes
1137.wav	9.210744177046033	10.0	Blender
1139.wav	1.2450651181118648	1.651187118111865	Blender
1140.wav	0.6438948900853806	10.0	Blender
1140.wav	2.4946583538732607	2.7446583538732607	Dishes
1140.wav	4.164489830398699	5.759750601373755	Speech
1140.wav	8.396769585150066	9.77307344002535	Speech
1142.wav	0.0225301565739133	1.8639360522655235	Speech
1142.wav	2.0400641657844054	3.2648940977571943	Blender
1142.wav	3.5359586419879414	4.051400641987941	Blender
1142.wav	7.127783587325911	7.377783587325911	Dishes
1143.wav	7.662856073936008	8.720905960557324	Blender
1144.wav	0.14678975380853912	0.3967897538085391	Dishes
1144.wav	8.538415112617134	8.788415112617134	Dishes
1144.wav	5.018979849526505	8.462290507122875	Blender
1144.wav	8.658293085526074	10.0	Blender
1144.wav	7.727092962973412	8.649784635724798	Speech
1145.wav	0.3122140176818233	1.0345720176818234	Speech
1145.wav	7.78826947988771	8.81450530755211	Speech
1145.wav	5.211688712179778	5.565021712179779	Dishes
1145.wav	6.6557506572742575	8.145795657274258	Blender
1146.wav	0.009301075718742223	1.153201075718742	Blender
1146.wav	8.984421987901944	10.0	Blender
1146.wav	0.08331733852646397	2.2976030528121782	Speech
1146.wav	6.107840244933318	6.6758672449333165	Dishes
1147.wav	8.45912772703406	10.0	Blender
1150.wav	2.1002550532121718	3.2735430350715817	Speech
1150.wav	8.104093183990189	9.497154183990189	Speech
1150.wav	5.344240258220875	9.929115258220877	Blender
1151.wav	1.2788975453348517	2.909940545334852	Speech
1151.wav	7.705406226147454	8.685927768097567	Speech
1151.wav	3.642450223243981	10.0	Blender
1152.wav	0.5065579250519827	2.9608209250519826	Blender
1152.wav	5.845178198709488	8.299441198709486	Blender
1152.wav	2.165411224069972	2.980037074410108	Speech
1152.wav	8.315672259505474	8.914084957918172	Speech
1153.wav	0.2694038729772611	2.722474805447857	Speech
1153.wav	4.691461923256999	7.793625775417224	Speech
1153.wav	0.8305766260247969	1.0805766260247969	Dishes
1153.wav	8.172569740710452	8.422569740710452	Dishes
1153.wav	8.375215706403136	10.0	Blender
1154.wav	3.5583689289887106	3.992767928988711	Speech
1154.wav	5.485039263922972	6.877306837619117	Speech
1154.wav	3.6288134499279474	5.244006193692121	Blender
1154.wav	9.204742966325826	9.720184966325826	Blender
1154.wav	4.621625863384872	5.883779863384872	Dishes
1154.wav	6.771516937410039	10.0	Frying
1155.wav	4.83016746025598	5.70853446025598	Blender
1155.wav	5.273214521879279	6.595368521879277	Speech
1157.wav	0.4047159541640672	1.974056910161873	Speech
1157.wav	6.207673546335593	7.680235546335593	Speech
1157.wav	8.862379484579579	10.0	Speech
1157.wav	1.132573635957932	1.8808956314227847	Dishes
1157.wav	3.7503756629477474	4.707473168616682	Dishes
1157.wav	4.863129266728854	5.706621266728853	Blender
1157.wav	6.883371364210812	9.159697894823056	Blender
1158.wav	0.7890895954497255	1.5209943573544873	Speech
1158.wav	3.6636505750530888	4.314013386844472	Speech
1158.wav	1.7438753242347722	2.178342324234772	Dishes
1158.wav	2.210744005788047	3.4355739377608363	Blender
1158.wav	4.450206610832621	6.254129513326951	Blender
1158.wav	7.887664450934354	10.0	Blender
1160.wav	4.419622009734431	10.0	Blender
1160.wav	6.8740433652051065	10.0	Speech
1161.wav	3.891347641442592	5.595515454916552	Speech
1161.wav	7.059317272523242	9.704305934654762	Speech
1161.wav	6.2443184588463785	8.929647257032318	Blender
1163.wav	3.2025359497565278	4.2605858363778415	Blender
1163.wav	4.499003380750618	5.342495380750618	Blender
1165.wav	0.8874073790062231	1.1374073790062231	Dishes
1165.wav	3.6806290973410936	3.9306290973410936	Dishes
1165.wav	2.9414021511774195	3.1914021511774195	Speech
1165.wav	3.2552638933531397	10.0	Blender
1166.wav	2.6149647974618864	4.0348287430401175	Speech
1166.wav	8.01781859189847	8.8320362789733	Blender
1167.wav	0.4247900104200569	1.1570970260112985	Speech
1167.wav	2.502206386631464	10.0	Speech
1167.wav	0.658378021626157	1.1539789286556354	Blender
1167.wav	2.9533672198546173	4.712845219854619	Dishes
1168.wav	0.912689521494302	1.266022521494302	Dishes
1168.wav	2.022622110435301	2.480898754426231	Speech
1168.wav	3.9133493389169822	5.144412262792759	Speech
1168.wav	5.940595343877344	7.360459289455576	Speech
1168.wav	8.49700295837966	9.52958795837966	Blender
117.wav	1.2140338642959607	1.4640338642959607	Alarm_bell_ringing
117.wav	5.799568603678267	6.116416603678267	Alarm_bell_ringing
117.wav	6.796265337623173	7.108736992951972	Alarm_bell_ringing
1170.wav	2.799363583639252	3.440338583639252	Speech
1170.wav	8.31106374437468	10.0	Blender
1171.wav	8.61126916526912	9.59013516526912	Blender
1173.wav	0.02378675820655654	1.4168477582065566	Speech
1173.wav	1.1933612091806824	1.4433612091806824	Dishes
1173.wav	2.2058820414548657	10.0	Blender
1175.wav	6.657305095386191	8.077169040964423	Speech
1175.wav	8.104778428967983	10.0	Blender
1176.wav	7.730305040275009	10.0	Blender
1177.wav	5.681977487057615	6.496195174132445	Blender
118.wav	1.791186614658876	4.947331614658876	Alarm_bell_ringing
118.wav	8.175214433150254	8.658751433150254	Alarm_bell_ringing
1182.wav	2.002766162595599	3.0690471625955986	Speech
1182.wav	4.298696543865689	10.0	Blender
1184.wav	2.216081322200244	2.6391652224270006	Dishes
1184.wav	5.246927378547252	7.327630326393057	Blender
1186.wav	4.295822880127611	10.0	Blender
1189.wav	3.2624730020855446	4.295058002085545	Blender
1189.wav	8.938485663060547	10.0	Speech
119.wav	0.16470773528660151	0.41470773528660154	Alarm_bell_ringing
119.wav	1.1553133831290836	1.4664471699771562	Alarm_bell_ringing
119.wav	2.5620448432550265	3.0382126437085413	Alarm_bell_ringing
1190.wav	8.122308007078766	10.0	Blender
1191.wav	6.1858191946181655	10.0	Blender
1193.wav	5.212318299365195	10.0	Blender
1196.wav	1.396437889236323	2.3125376624789533	Dishes
1196.wav	7.674624481739727	10.0	Blender
1197.wav	3.4551040471107783	4.286940781804656	Blender
1197.wav	4.613301098335387	5.427518785410217	Blender
1197.wav	5.958219531209883	10.0	Blender
1198.wav	0.2476037409121305	1.2751774370572553	Blender
1199.wav	1.4568217525707716	3.098907752570772	Speech
1199.wav	7.367913804759787	8.822312804759788	Speech
1199.wav	5.00191516403249	6.49196016403249	Blender
12.wav	6.897125748960116	7.208259535808189	Alarm_bell_ringing
12.wav	8.186269563197241	10.0	Alarm_bell_ringing
1200.wav	0.4796100280989328	0.9752109351284112	Blender
1200.wav	6.816050933554887	7.707138933554888	Blender
1200.wav	1.124846761684479	1.374846761684479	Dishes
1200.wav	5.357061699283715	5.727673699283716	Dishes
1200.wav	7.781158349320171	8.57412887086212	Speech
1202.wav	0.6141663709633933	6.429313370963392	Blender
1202.wav	3.7973358348231514	4.1017348348231515	Dishes
1202.wav	7.040335290329454	7.395771783067134	Speech
1203.wav	4.575048451614559	4.9196969776916575	Speech
1203.wav	9.710221238141637	10.0	Blender
1204.wav	5.728248106883558	6.227567834774712	Dishes
1204.wav	8.957437144554865	10.0	Blender
1204.wav	9.405046849256392	10.0	Speech
1205.wav	0.6416906355731254	1.1192866355731257	Speech
1205.wav	6.9406711496998446	7.417723149699844	Speech
1205.wav	3.867783885690732	4.273905885690732	Blender
1205.wav	8.226113285299665	8.476113285299665	Dishes
1207.wav	0.8926798963911	1.2483715063684242	Dishes
1207.wav	2.6557924939086153	3.6346584939086153	Blender
1207.wav	6.905969871390262	7.8360605743381075	Blender
1207.wav	8.983177436688761	10.0	Blender
1207.wav	3.953771378605372	4.91608430377544	Speech
1207.wav	5.982230333097367	8.627218995228887	Speech
1208.wav	0.7520288590739485	1.9330488590739483	Speech
1208.wav	5.447958156618344	7.348978156618344	Blender
1209.wav	1.7340044392320717	1.9942764392320715	Dishes
1209.wav	8.960087348066832	10.0	Blender
121.wav	1.0797584403810243	10.0	Alarm_bell_ringing
1210.wav	3.593280757064292	4.818110689037081	Blender
1211.wav	2.783389861400209	3.033389861400209	Dishes
1211.wav	5.855357651441532	6.281616154842893	Speech
1211.wav	8.607762126283733	10.0	Blender
1213.wav	2.38265034550937	3.5382283455093697	Speech
1213.wav	8.199537536241753	10.0	Speech
1213.wav	3.7338422407504503	10.0	Blender
1215.wav	4.518120142865751	5.798777739237633	Speech
1215.wav	8.14584729560129	9.551334823945963	Blender
1216.wav	7.87517542019441	10.0	Blender
1218.wav	0.5716149041672576	1.9631339041672573	Blender
1218.wav	9.614045109860356	10.0	Blender
1220.wav	2.6256388037041933	3.653212499849317	Blender
1220.wav	5.667386906660641	7.554438906660641	Speech
1221.wav	0.4892471970358618	0.9021721970358618	Dishes
1221.wav	3.3763507728275477	3.6263507728275477	Dishes
1221.wav	4.910744020728545	10.0	Blender
1222.wav	4.2739274105829255	5.165015410582925	Blender
1222.wav	4.94805246975816	7.717213467490586	Speech
1223.wav	3.5090670001268847	4.430223000126885	Speech
1223.wav	4.975903276710879	5.539984909363941	Speech
1223.wav	7.076506827249213	7.356687827249213	Speech
1223.wav	6.139961650707984	7.1559933967397304	Blender
1223.wav	9.666893826127673	10.0	Blender
1226.wav	0.18760976099267535	1.4090156566842855	Speech
1226.wav	7.2987672972931525	8.195161855116282	Speech
1226.wav	1.9251695529759825	7.191337353429496	Blender
1227.wav	3.8722050146326494	4.216014538442174	Speech
1227.wav	5.470498580225492	5.998412412425037	Speech
1227.wav	7.913189146989068	10.0	Speech
1227.wav	6.804636100717594	9.258899100717594	Blender
123.wav	0.1377240745803744	0.3877240745803744	Alarm_bell_ringing
123.wav	1.6000579280755869	4.1690828713862444	Alarm_bell_ringing
123.wav	7.504284383476797	7.820678941299927	Alarm_bell_ringing
123.wav	0.6809646229145769	0.9309646229145769	Speech
123.wav	2.8678097361216803	3.1178097361216803	Speech
123.wav	7.606697534291102	7.856697534291102	Speech
1230.wav	3.761311415996352	10.0	Blender
1230.wav	4.699616134430822	6.375421123092952	Speech
1230.wav	7.955479429514563	8.647792354684633	Speech
1232.wav	0.3924463559076351	1.548024355907635	Speech
1232.wav	4.175255408932723	6.410905301003169	Speech
1232.wav	9.189814724570864	9.469995724570863	Speech
1232.wav	0.6672497084487019	2.943576239060947	Blender
1232.wav	8.150691470005482	10.0	Blender
1232.wav	3.7193135221711318	4.815708079994262	Dishes
1233.wav	4.9291856396090505	5.772677639609051	Blender
1234.wav	1.0311306211157163	5.6160056211157166	Blender
1234.wav	2.9292392491280177	5.353388908991962	Dishes
1235.wav	1.2216012391441904	2.8526442391441904	Speech
1235.wav	8.304203880054644	9.330439707719043	Speech
1235.wav	7.394555863641636	10.0	Blender
1236.wav	0.5956665790923805	2.399589481586712	Blender
1236.wav	0.7020628027618291	0.9520628027618291	Dishes
1237.wav	0.2344639512426821	1.8496566950068545	Blender
1237.wav	9.072361742647727	10.0	Blender
1237.wav	5.868613165927122	7.261674165927122	Speech
1238.wav	1.2645454700779395	4.707856127674312	Blender
1238.wav	5.362885366324517	6.429098366324518	Blender
1239.wav	3.3536592876769915	5.7508219850884545	Speech
1239.wav	9.571193064759903	9.984004856143123	Speech
1239.wav	9.046337264401254	10.0	Blender
124.wav	0.9893193173317572	1.787558531412914	Alarm_bell_ringing
124.wav	3.6138922891954612	4.428518139535597	Speech
124.wav	9.197053562195515	10.0	Speech
1240.wav	1.8318078996938871	10.0	Blender
1240.wav	8.195238447683574	8.791723447683573	Dishes
1241.wav	0.8245342999884069	10.0	Blender
1241.wav	7.361175593823784	8.053488518993852	Speech
1243.wav	3.7903278853424003	10.0	Blender
1244.wav	0.4238984056085541	3.1092272037944952	Blender
1246.wav	1.9208967654940183	3.3263842938386894	Blender
1246.wav	9.237916901303524	10.0	Speech
1247.wav	0.3304396675858153	2.1343625700801465	Blender
1247.wav	2.987975325199294	3.879063325199294	Blender
1247.wav	3.34820738858788	5.022532540024934	Dishes
1247.wav	5.925817595812857	6.7269965958128575	Speech
1247.wav	7.780676438597954	8.338408438597956	Speech
125.wav	1.4837549422835443	2.0116459422835447	Speech
125.wav	1.7040216670319768	1.9540216670319768	Dishes
125.wav	9.550004517906423	10.0	Alarm_bell_ringing
1250.wav	0.6106054109528701	3.361263007324752	Speech
1250.wav	5.366953010283962	7.329515010283963	Speech
1250.wav	8.8473296425975	10.0	Blender
1252.wav	0.2099112016882346	0.4599112016882346	Dishes
1252.wav	9.11068264926315	9.602179247902605	Dishes
1252.wav	1.5943647180858331	1.9381742418953571	Speech
1252.wav	7.926094636287191	8.270743162364287	Speech
1252.wav	6.975166759795532	10.0	Blender
1253.wav	3.275112993185898	10.0	Blender
1254.wav	2.719071921433435	4.783697771773571	Speech
1254.wav	5.2583382850812495	5.5083382850812495	Speech
