slice_file_name,fsID,start,end,salience,fold,classID,class_string,ID
101729-0-0-13.wav,101729,6.5,10.5,2,9,0,air_conditioner,101729-0-0-13
101729-0-0-14.wav,101729,7.0,11.0,2,9,0,air_conditioner,101729-0-0-14
101729-0-0-16.wav,101729,8.0,12.0,2,9,0,air_conditioner,101729-0-0-16
101729-0-0-17.wav,101729,8.5,12.5,2,9,0,air_conditioner,101729-0-0-17
101729-0-0-18.wav,101729,9.0,13.0,2,9,0,air_conditioner,101729-0-0-18
101729-0-0-19.wav,101729,9.5,13.5,2,9,0,air_conditioner,101729-0-0-19
101729-0-0-21.wav,101729,10.5,14.5,2,9,0,air_conditioner,101729-0-0-21
101729-0-0-22.wav,101729,11.0,15.0,2,9,0,air_conditioner,101729-0-0-22
101729-0-0-23.wav,101729,11.5,15.5,2,9,0,air_conditioner,101729-0-0-23
101729-0-0-24.wav,101729,12.0,16.0,2,9,0,air_conditioner,101729-0-0-24
101729-0-0-26.wav,101729,13.0,17.0,2,9,0,air_conditioner,101729-0-0-26
101729-0-0-28.wav,101729,14.0,18.0,2,9,0,air_conditioner,101729-0-0-28
101729-0-0-29.wav,101729,14.5,18.5,2,9,0,air_conditioner,101729-0-0-29
101729-0-0-3.wav,101729,1.5,5.5,2,9,0,air_conditioner,101729-0-0-3
101729-0-0-32.wav,101729,16.0,20.0,2,9,0,air_conditioner,101729-0-0-32
101729-0-0-33.wav,101729,16.5,20.5,2,9,0,air_conditioner,101729-0-0-33
101729-0-0-36.wav,101729,18.0,22.0,2,9,0,air_conditioner,101729-0-0-36
101729-0-0-37.wav,101729,18.5,22.5,2,9,0,air_conditioner,101729-0-0-37
101729-0-0-38.wav,101729,19.0,23.0,2,9,0,air_conditioner,101729-0-0-38
101729-0-0-39.wav,101729,19.5,23.5,2,9,0,air_conditioner,101729-0-0-39
101729-0-0-4.wav,101729,2.0,6.0,2,9,0,air_conditioner,101729-0-0-4
101729-0-0-40.wav,101729,20.0,24.0,2,9,0,air_conditioner,101729-0-0-40
101729-0-0-6.wav,101729,3.0,7.0,2,9,0,air_conditioner,101729-0-0-6
101729-0-0-9.wav,101729,4.5,8.5,2,9,0,air_conditioner,101729-0-0-9
101848-9-0-0.wav,101848,0.0,4.0,1,7,9,street_music,101848-9-0-0
101848-9-0-1.wav,101848,0.5,4.5,1,7,9,street_music,101848-9-0-1
101848-9-0-2.wav,101848,1.0,5.0,1,7,9,street_music,101848-9-0-2
101848-9-0-3.wav,101848,1.5,5.5,1,7,9,street_music,101848-9-0-3
101848-9-0-8.wav,101848,4.0,8.0,1,7,9,street_music,101848-9-0-8
101848-9-0-9.wav,101848,4.5,8.5,1,7,9,street_music,101848-9-0-9
102102-3-0-0.wav,102102,1.573952,4.673824,2,4,3,dog_bark,102102-3-0-0
102103-3-0-0.wav,102103,1.97603,2.508892,2,10,3,dog_bark,102103-3-0-0
102103-3-1-0.wav,102103,4.1796370000000005,4.568182,2,10,3,dog_bark,102103-3-1-0
102104-3-0-0.wav,102104,2.429279,3.2411209999999997,2,2,3,dog_bark,102104-3-0-0
102105-3-0-0.wav,102105,2.041889,6.0418889999999985,2,3,3,dog_bark,102105-3-0-0
102106-3-0-0.wav,102106,2.243852,3.8844769999999995,2,1,3,dog_bark,102106-3-0-0
102305-6-0-0.wav,102305,0.0,2.6116099999999998,1,1,6,gun_shot,102305-6-0-0
102547-3-0-2.wav,102547,1.0,5.0,1,5,3,dog_bark,102547-3-0-2
102547-3-0-7.wav,102547,3.5,7.5,1,5,3,dog_bark,102547-3-0-7
102547-3-0-8.wav,102547,4.0,8.0,1,5,3,dog_bark,102547-3-0-8
102842-3-0-1.wav,102842,0.5,4.5,2,1,3,dog_bark,102842-3-0-1
102842-3-1-0.wav,102842,113.06178500000001,117.06178500000001,2,1,3,dog_bark,102842-3-1-0
102842-3-1-5.wav,102842,115.56178500000001,119.56178500000001,2,1,3,dog_bark,102842-3-1-5
102842-3-1-6.wav,102842,116.06178500000001,120.06178500000001,2,1,3,dog_bark,102842-3-1-6
102853-8-0-0.wav,102853,0.0,4.0,2,7,8,siren,102853-8-0-0
102853-8-0-1.wav,102853,0.5,4.5,2,7,8,siren,102853-8-0-1
102853-8-0-2.wav,102853,1.0,5.0,2,7,8,siren,102853-8-0-2
102853-8-0-3.wav,102853,1.5,5.5,2,7,8,siren,102853-8-0-3
102853-8-0-4.wav,102853,2.0,6.0,2,7,8,siren,102853-8-0-4
102853-8-0-5.wav,102853,2.5,6.5,2,7,8,siren,102853-8-0-5
102853-8-0-6.wav,102853,3.0,7.0,2,7,8,siren,102853-8-0-6
102853-8-1-0.wav,102853,27.214044,31.214044,2,7,8,siren,102853-8-1-0
102857-5-0-0.wav,102857,0.0,4.0,1,10,5,engine_idling,102857-5-0-0
102857-5-0-1.wav,102857,0.5,4.5,1,10,5,engine_idling,102857-5-0-1
102857-5-0-10.wav,102857,5.0,9.0,1,10,5,engine_idling,102857-5-0-10
102857-5-0-11.wav,102857,5.5,9.5,1,10,5,engine_idling,102857-5-0-11
102857-5-0-12.wav,102857,6.0,10.0,1,10,5,engine_idling,102857-5-0-12
102857-5-0-13.wav,102857,6.5,10.5,1,10,5,engine_idling,102857-5-0-13
102857-5-0-14.wav,102857,7.0,11.0,1,10,5,engine_idling,102857-5-0-14
102857-5-0-15.wav,102857,7.5,11.5,1,10,5,engine_idling,102857-5-0-15
102857-5-0-16.wav,102857,8.0,12.0,1,10,5,engine_idling,102857-5-0-16
102857-5-0-17.wav,102857,8.5,12.5,1,10,5,engine_idling,102857-5-0-17
102857-5-0-18.wav,102857,9.0,13.0,1,10,5,engine_idling,102857-5-0-18
102857-5-0-19.wav,102857,9.5,13.5,1,10,5,engine_idling,102857-5-0-19
102857-5-0-2.wav,102857,1.0,5.0,1,10,5,engine_idling,102857-5-0-2
102857-5-0-20.wav,102857,10.0,14.0,1,10,5,engine_idling,102857-5-0-20
102857-5-0-21.wav,102857,10.5,14.5,1,10,5,engine_idling,102857-5-0-21
102857-5-0-22.wav,102857,11.0,15.0,1,10,5,engine_idling,102857-5-0-22
102857-5-0-23.wav,102857,11.5,15.5,1,10,5,engine_idling,102857-5-0-23
102857-5-0-24.wav,102857,12.0,16.0,1,10,5,engine_idling,102857-5-0-24
102857-5-0-25.wav,102857,12.5,16.5,1,10,5,engine_idling,102857-5-0-25
102857-5-0-26.wav,102857,13.0,17.0,1,10,5,engine_idling,102857-5-0-26
102857-5-0-27.wav,102857,13.5,17.5,1,10,5,engine_idling,102857-5-0-27
102857-5-0-28.wav,102857,14.0,18.0,1,10,5,engine_idling,102857-5-0-28
102857-5-0-29.wav,102857,14.5,18.5,1,10,5,engine_idling,102857-5-0-29
102857-5-0-3.wav,102857,1.5,5.5,1,10,5,engine_idling,102857-5-0-3
102857-5-0-30.wav,102857,15.0,19.0,1,10,5,engine_idling,102857-5-0-30
102857-5-0-4.wav,102857,2.0,6.0,1,10,5,engine_idling,102857-5-0-4
102857-5-0-5.wav,102857,2.5,6.5,1,10,5,engine_idling,102857-5-0-5
102857-5-0-6.wav,102857,3.0,7.0,1,10,5,engine_idling,102857-5-0-6
102857-5-0-7.wav,102857,3.5,7.5,1,10,5,engine_idling,102857-5-0-7
102857-5-0-8.wav,102857,4.0,8.0,1,10,5,engine_idling,102857-5-0-8
102857-5-0-9.wav,102857,4.5,8.5,1,10,5,engine_idling,102857-5-0-9
102858-5-0-0.wav,102858,0.0,4.0,1,2,5,engine_idling,102858-5-0-0
102858-5-0-1.wav,102858,0.5,4.5,1,2,5,engine_idling,102858-5-0-1
102871-8-0-0.wav,102871,0.0,4.0,1,2,8,siren,102871-8-0-0
102871-8-0-1.wav,102871,0.5,4.5,1,2,8,siren,102871-8-0-1
102871-8-0-10.wav,102871,5.0,9.0,1,2,8,siren,102871-8-0-10
102871-8-0-11.wav,102871,5.5,9.5,1,2,8,siren,102871-8-0-11
102871-8-0-12.wav,102871,6.0,10.0,1,2,8,siren,102871-8-0-12
102871-8-0-13.wav,102871,6.5,10.5,1,2,8,siren,102871-8-0-13
102871-8-0-14.wav,102871,7.0,11.0,1,2,8,siren,102871-8-0-14
102871-8-0-15.wav,102871,7.5,11.5,1,2,8,siren,102871-8-0-15
102871-8-0-2.wav,102871,1.0,5.0,1,2,8,siren,102871-8-0-2
102871-8-0-3.wav,102871,1.5,5.5,1,2,8,siren,102871-8-0-3
102871-8-0-4.wav,102871,2.0,6.0,1,2,8,siren,102871-8-0-4
102871-8-0-5.wav,102871,2.5,6.5,1,2,8,siren,102871-8-0-5
102871-8-0-6.wav,102871,3.0,7.0,1,2,8,siren,102871-8-0-6
102871-8-0-7.wav,102871,3.5,7.5,1,2,8,siren,102871-8-0-7
102871-8-0-8.wav,102871,4.0,8.0,1,2,8,siren,102871-8-0-8
102871-8-0-9.wav,102871,4.5,8.5,1,2,8,siren,102871-8-0-9
103074-7-0-0.wav,103074,3.341279,7.341278999999999,1,1,7,jackhammer,103074-7-0-0
103074-7-0-1.wav,103074,3.841279,7.841278999999999,1,1,7,jackhammer,103074-7-0-1
103074-7-0-2.wav,103074,4.341279,8.341279,1,1,7,jackhammer,103074-7-0-2
103074-7-1-0.wav,103074,22.517317000000002,26.517317,1,1,7,jackhammer,103074-7-1-0
103074-7-1-1.wav,103074,23.017317000000002,27.017317,1,1,7,jackhammer,103074-7-1-1
103074-7-1-2.wav,103074,23.517317000000002,27.517317,1,1,7,jackhammer,103074-7-1-2
103074-7-1-3.wav,103074,24.017317000000002,28.017317,1,1,7,jackhammer,103074-7-1-3
103074-7-1-4.wav,103074,24.517317000000002,28.517317,1,1,7,jackhammer,103074-7-1-4
103074-7-1-5.wav,103074,25.017317000000002,29.017317,1,1,7,jackhammer,103074-7-1-5
103074-7-1-6.wav,103074,25.517317000000002,29.517317,1,1,7,jackhammer,103074-7-1-6
103074-7-2-0.wav,103074,42.347083000000005,43.727176,1,1,7,jackhammer,103074-7-2-0
103074-7-3-0.wav,103074,46.632637,50.632637,1,1,7,jackhammer,103074-7-3-0
103074-7-3-1.wav,103074,47.132637,51.132637,1,1,7,jackhammer,103074-7-3-1
103074-7-3-2.wav,103074,47.632637,51.632637,1,1,7,jackhammer,103074-7-3-2
103074-7-3-3.wav,103074,48.132637,52.132637,1,1,7,jackhammer,103074-7-3-3
103074-7-4-0.wav,103074,60.651481999999994,64.651482,1,1,7,jackhammer,103074-7-4-0
103074-7-4-1.wav,103074,61.151481999999994,65.151482,1,1,7,jackhammer,103074-7-4-1
103074-7-4-2.wav,103074,61.651481999999994,65.651482,1,1,7,jackhammer,103074-7-4-2
103074-7-4-3.wav,103074,62.151481999999994,66.151482,1,1,7,jackhammer,103074-7-4-3
103074-7-4-4.wav,103074,62.651481999999994,66.651482,1,1,7,jackhammer,103074-7-4-4
103074-7-4-5.wav,103074,63.151481999999994,67.151482,1,1,7,jackhammer,103074-7-4-5
103074-7-4-6.wav,103074,63.651481999999994,67.651482,1,1,7,jackhammer,103074-7-4-6
103076-3-0-0.wav,103076,0.0,2.527184,1,8,3,dog_bark,103076-3-0-0
103076-3-1-0.wav,103076,6.788349,7.7567960000000005,1,8,3,dog_bark,103076-3-1-0
103076-3-2-0.wav,103076,10.265533999999999,10.717475,1,8,3,dog_bark,103076-3-2-0
103199-4-0-0.wav,103199,0.0,4.0,1,3,4,drilling,103199-4-0-0
103199-4-0-3.wav,103199,1.5,5.5,1,3,4,drilling,103199-4-0-3
103199-4-0-4.wav,103199,2.0,6.0,1,3,4,drilling,103199-4-0-4
103199-4-0-5.wav,103199,2.5,6.5,1,3,4,drilling,103199-4-0-5
103199-4-0-6.wav,103199,3.0,7.0,1,3,4,drilling,103199-4-0-6
103199-4-1-0.wav,103199,16.097136,17.617205,2,3,4,drilling,103199-4-1-0
103199-4-2-0.wav,103199,17.617205,21.617205,1,3,4,drilling,103199-4-2-0
103199-4-2-1.wav,103199,18.117205,22.117205,1,3,4,drilling,103199-4-2-1
103199-4-2-10.wav,103199,22.617205,26.617205,1,3,4,drilling,103199-4-2-10
103199-4-2-11.wav,103199,23.117205,27.117205,1,3,4,drilling,103199-4-2-11
103199-4-2-2.wav,103199,18.617205,22.617205,1,3,4,drilling,103199-4-2-2
103199-4-2-3.wav,103199,19.117205,23.117205,1,3,4,drilling,103199-4-2-3
103199-4-2-4.wav,103199,19.617205,23.617205,1,3,4,drilling,103199-4-2-4
103199-4-2-5.wav,103199,20.117205,24.117205,1,3,4,drilling,103199-4-2-5
103199-4-2-6.wav,103199,20.617205,24.617205,1,3,4,drilling,103199-4-2-6
103199-4-2-7.wav,103199,21.117205,25.117205,1,3,4,drilling,103199-4-2-7
103199-4-2-8.wav,103199,21.617205,25.617205,1,3,4,drilling,103199-4-2-8
103199-4-2-9.wav,103199,22.117205,26.117205,1,3,4,drilling,103199-4-2-9
103199-4-4-0.wav,103199,46.186699,48.720146,1,3,4,drilling,103199-4-4-0
103199-4-6-0.wav,103199,50.591,51.916188,1,3,4,drilling,103199-4-6-0
103199-4-7-2.wav,103199,52.916188,56.916188,2,3,4,drilling,103199-4-7-2
103249-5-0-0.wav,103249,0.0,4.0,1,9,5,engine_idling,103249-5-0-0
103249-5-0-1.wav,103249,0.5,4.5,1,9,5,engine_idling,103249-5-0-1
103249-5-0-10.wav,103249,5.0,9.0,1,9,5,engine_idling,103249-5-0-10
103249-5-0-11.wav,103249,5.5,9.5,1,9,5,engine_idling,103249-5-0-11
103249-5-0-12.wav,103249,6.0,10.0,1,9,5,engine_idling,103249-5-0-12
103249-5-0-13.wav,103249,6.5,10.5,1,9,5,engine_idling,103249-5-0-13
103249-5-0-14.wav,103249,7.0,11.0,1,9,5,engine_idling,103249-5-0-14
103249-5-0-15.wav,103249,7.5,11.5,1,9,5,engine_idling,103249-5-0-15
103249-5-0-16.wav,103249,8.0,12.0,1,9,5,engine_idling,103249-5-0-16
103249-5-0-17.wav,103249,8.5,12.5,1,9,5,engine_idling,103249-5-0-17
103249-5-0-18.wav,103249,9.0,13.0,1,9,5,engine_idling,103249-5-0-18
103249-5-0-19.wav,103249,9.5,13.5,1,9,5,engine_idling,103249-5-0-19
103249-5-0-2.wav,103249,1.0,5.0,1,9,5,engine_idling,103249-5-0-2
103249-5-0-3.wav,103249,1.5,5.5,1,9,5,engine_idling,103249-5-0-3
103249-5-0-4.wav,103249,2.0,6.0,1,9,5,engine_idling,103249-5-0-4
103249-5-0-5.wav,103249,2.5,6.5,1,9,5,engine_idling,103249-5-0-5
103249-5-0-6.wav,103249,3.0,7.0,1,9,5,engine_idling,103249-5-0-6
103249-5-0-7.wav,103249,3.5,7.5,1,9,5,engine_idling,103249-5-0-7
103249-5-0-8.wav,103249,4.0,8.0,1,9,5,engine_idling,103249-5-0-8
103249-5-0-9.wav,103249,4.5,8.5,1,9,5,engine_idling,103249-5-0-9
103258-5-0-0.wav,103258,0.0,4.0,1,1,5,engine_idling,103258-5-0-0
103258-5-0-1.wav,103258,0.5,4.5,1,1,5,engine_idling,103258-5-0-1
103258-5-0-10.wav,103258,5.0,9.0,1,1,5,engine_idling,103258-5-0-10
103258-5-0-11.wav,103258,5.5,9.5,1,1,5,engine_idling,103258-5-0-11
103258-5-0-12.wav,103258,6.0,10.0,1,1,5,engine_idling,103258-5-0-12
103258-5-0-13.wav,103258,6.5,10.5,1,1,5,engine_idling,103258-5-0-13
103258-5-0-14.wav,103258,7.0,11.0,1,1,5,engine_idling,103258-5-0-14
103258-5-0-15.wav,103258,7.5,11.5,1,1,5,engine_idling,103258-5-0-15
103258-5-0-16.wav,103258,8.0,12.0,1,1,5,engine_idling,103258-5-0-16
103258-5-0-17.wav,103258,8.5,12.5,1,1,5,engine_idling,103258-5-0-17
103258-5-0-18.wav,103258,9.0,13.0,1,1,5,engine_idling,103258-5-0-18
103258-5-0-19.wav,103258,9.5,13.5,1,1,5,engine_idling,103258-5-0-19
103258-5-0-2.wav,103258,1.0,5.0,1,1,5,engine_idling,103258-5-0-2
103258-5-0-3.wav,103258,1.5,5.5,1,1,5,engine_idling,103258-5-0-3
103258-5-0-4.wav,103258,2.0,6.0,1,1,5,engine_idling,103258-5-0-4
103258-5-0-5.wav,103258,2.5,6.5,1,1,5,engine_idling,103258-5-0-5
103258-5-0-6.wav,103258,3.0,7.0,1,1,5,engine_idling,103258-5-0-6
103258-5-0-7.wav,103258,3.5,7.5,1,1,5,engine_idling,103258-5-0-7
103258-5-0-8.wav,103258,4.0,8.0,1,1,5,engine_idling,103258-5-0-8
103258-5-0-9.wav,103258,4.5,8.5,1,1,5,engine_idling,103258-5-0-9
103357-4-0-0.wav,103357,0.30522699999999997,4.3052269999999995,1,3,4,drilling,103357-4-0-0
103357-4-0-1.wav,103357,0.805227,4.8052269999999995,1,3,4,drilling,103357-4-0-1
103438-5-0-0.wav,103438,0.0,4.0,2,10,5,engine_idling,103438-5-0-0
103438-5-0-1.wav,103438,0.5,4.5,2,10,5,engine_idling,103438-5-0-1
103438-5-0-2.wav,103438,1.0,5.0,2,10,5,engine_idling,103438-5-0-2
104327-2-0-15.wav,104327,7.5,11.5,2,6,2,children_playing,104327-2-0-15
104327-2-0-19.wav,104327,9.5,13.5,2,6,2,children_playing,104327-2-0-19
104327-2-0-26.wav,104327,13.0,17.0,2,6,2,children_playing,104327-2-0-26
104327-2-0-28.wav,104327,14.0,18.0,2,6,2,children_playing,104327-2-0-28
104327-2-0-3.wav,104327,1.5,5.5,2,6,2,children_playing,104327-2-0-3
104327-2-0-30.wav,104327,15.0,19.0,2,6,2,children_playing,104327-2-0-30
104327-2-0-34.wav,104327,17.0,21.0,2,6,2,children_playing,104327-2-0-34
104327-2-0-4.wav,104327,2.0,6.0,2,6,2,children_playing,104327-2-0-4
104421-2-0-1.wav,104421,0.5,4.5,2,5,2,children_playing,104421-2-0-1
104421-2-0-15.wav,104421,7.5,11.5,2,5,2,children_playing,104421-2-0-15
104421-2-0-20.wav,104421,10.0,14.0,2,5,2,children_playing,104421-2-0-20
104421-2-0-29.wav,104421,14.5,18.5,2,5,2,children_playing,104421-2-0-29
104421-2-0-3.wav,104421,1.5,5.5,2,5,2,children_playing,104421-2-0-3
104421-2-0-5.wav,104421,2.5,6.5,2,5,2,children_playing,104421-2-0-5
104421-2-0-7.wav,104421,3.5,7.5,2,5,2,children_playing,104421-2-0-7
104421-2-1-3.wav,104421,91.652072,95.652072,1,5,2,children_playing,104421-2-1-3
104625-4-0-15.wav,104625,13.751409,17.751409,1,7,4,drilling,104625-4-0-15
104625-4-0-21.wav,104625,16.751409,20.751409,1,7,4,drilling,104625-4-0-21
104625-4-0-27.wav,104625,19.751409,23.751409,1,7,4,drilling,104625-4-0-27
104625-4-0-29.wav,104625,20.751409,24.751409,1,7,4,drilling,104625-4-0-29
104625-4-0-3.wav,104625,7.751409,11.751409,1,7,4,drilling,104625-4-0-3
104625-4-0-35.wav,104625,23.751409,27.751409000000002,1,7,4,drilling,104625-4-0-35
104625-4-0-40.wav,104625,26.251409000000002,30.251409000000002,1,7,4,drilling,104625-4-0-40
104625-4-0-41.wav,104625,26.751409000000002,30.751409000000002,1,7,4,drilling,104625-4-0-41
104625-4-0-45.wav,104625,28.751409000000002,32.751408999999995,1,7,4,drilling,104625-4-0-45
104625-4-0-48.wav,104625,30.251409000000002,34.251408999999995,1,7,4,drilling,104625-4-0-48
104625-4-0-51.wav,104625,31.751409000000002,35.75140899999999,1,7,4,drilling,104625-4-0-51
104625-4-0-52.wav,104625,32.251409,36.251409,1,7,4,drilling,104625-4-0-52
104625-4-0-53.wav,104625,32.751409,36.751409,1,7,4,drilling,104625-4-0-53
104625-4-0-55.wav,104625,33.751409,37.751409,1,7,4,drilling,104625-4-0-55
104625-4-0-57.wav,104625,34.751409,38.751409,1,7,4,drilling,104625-4-0-57
104625-4-0-66.wav,104625,39.251409,43.251409,1,7,4,drilling,104625-4-0-66
104625-4-1-20.wav,104625,156.589168,160.589168,1,7,4,drilling,104625-4-1-20
104625-4-1-8.wav,104625,150.589168,154.589168,1,7,4,drilling,104625-4-1-8
104817-4-0-0.wav,104817,0.0,4.0,1,2,4,drilling,104817-4-0-0
104817-4-0-1.wav,104817,0.5,4.5,1,2,4,drilling,104817-4-0-1
104817-4-0-10.wav,104817,5.0,9.0,1,2,4,drilling,104817-4-0-10
104817-4-0-11.wav,104817,5.5,9.5,1,2,4,drilling,104817-4-0-11
104817-4-0-2.wav,104817,1.0,5.0,1,2,4,drilling,104817-4-0-2
104817-4-0-3.wav,104817,1.5,5.5,1,2,4,drilling,104817-4-0-3
104817-4-0-4.wav,104817,2.0,6.0,1,2,4,drilling,104817-4-0-4
104817-4-0-5.wav,104817,2.5,6.5,1,2,4,drilling,104817-4-0-5
104817-4-0-6.wav,104817,3.0,7.0,1,2,4,drilling,104817-4-0-6
104817-4-0-7.wav,104817,3.5,7.5,1,2,4,drilling,104817-4-0-7
104817-4-0-8.wav,104817,4.0,8.0,1,2,4,drilling,104817-4-0-8
104817-4-0-9.wav,104817,4.5,8.5,1,2,4,drilling,104817-4-0-9
104998-7-0-5.wav,104998,18.872926,22.872926,1,5,7,jackhammer,104998-7-0-5
104998-7-10-1.wav,104998,260.47552,264.47552,1,5,7,jackhammer,104998-7-10-1
104998-7-10-10.wav,104998,264.97552,268.97552,1,5,7,jackhammer,104998-7-10-10
104998-7-10-13.wav,104998,266.47552,270.47552,1,5,7,jackhammer,104998-7-10-13
